,drink_name,category,instructions,picture,taste,ingredients1,quantity1,ingredients2,quantity2,ingredients3,quantity3,ingredients4,quantity4,ingredients5,quantity5,ingredients6,quantity6,ingredients7,quantity7,ingredients8,quantity8,ingredients9,quantity9,ingredients10,quantity10,ingredients11,quantity11,ingredients12,quantity12
1093,The Inside Job,,"Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into an old fashioned glass filled with fresh ice. Garnish with a Luxardo Cherry and an orange slice or twist.",,,bourbon,2 oz,luxardo maraschino liqueur,.25 oz,simple syrup,.5 oz,angostura bitters,1 dash,vieux pontarlier absinthe francaise superieure,1 dash,,,,,,,,,,,,,,
1094,The Italian Diplomat,,"Combine all ingredients in mixing glass. Stir and strain into Nick & Nora cocktail glass. Garnish with lemon zest and yerba mate tea sachet.. . *Bay Leaf Syrup:. -- 16 oz Water. -- 12 Bay Leaves. -- 1.5 C White Sugar. . Bring water to boil with bay leaves. Lower heat to medium and simmer 15-20 mins. Stir in white sugar until dissolved, without bringing to a boil again. Remove from heat, let cool at room temperature. Remove bay leaves and enjoy.. . **Salt Tincture:. -- .5 C Salt. -- 1 C Water. -- 2 C 100p Vodka. . Stir salt with water and vodka. Stir until dissolved. Strain out extra salt, if any.",,,luxardo bitter bianco,1 oz,barsol primero quebranta pisco,1.5 oz,bay leaf syrup*,.25 oz,salt tincture**,2 dash,,,,,,,,,,,,,,,,
1095,The King and Tonic,,Serve over ice in a collins glass.,,,king's ginger liqueur,1.5 oz,fever-tree tonic water,3 oz,angostura bitters,1 dash,,,,,,,,,,,,,,,,,,
1096,The King Merlet Sidecar,,Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,,,h by hine,1.5 oz,luxardo triplum (triple sec),.5 oz,king's ginger liqueur,.5 oz,fresh lemon juice,.5 oz,pressed apple juice,1 oz,,,,,,,,,,,,,,
1097,The King's Autumn Cobbler,,Add all ingredients over ice. Stir with a barspoon. Squeeze lemon wedges and add blackberries.,,,king's ginger liqueur,1 oz,briottet creme de mure (blackberry),.25 oz,pear cider,top,,,,,,,,,,,,,,,,,,
1098,The King's Cranberry Sauce,,"Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.",,,pkg,1,cranberries,14 oz,brown sugar,1.5 c,orange juice,.5 c,king's ginger liqueur,.3 c,pepper corns,8 whole,berries,6  allspic,cloves,5,,1 stic,in cinnamon,2,,,,
1099,The King's Egg Nog,,Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,,,no.3 london dry gin,1 oz,king's ginger liqueur,.5 oz,english harbour rum,.25 oz,sugar,3 spoon,egg,1 whole,milk,.5 oz,cream,.5 oz,,,,,,,,,,
1100,The King's Froth & Frizz,,"Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.. . Zest orange over top and garnish with a star anise.. ",,,barsol selecto italia pisco,1 oz,king's ginger liqueur,1.25 oz,peach brandy,.5 oz,lemon juice,.5 oz,egg white,.5 oz,,,,,,,,,,,,,,
1101,The King's Ginger Spiced Punch,,Add all ingredients into a punch bowl or pitcher and stir. Add lemon wheels and strawberries to garnish.,,,king's ginger liqueur,25 oz,cranberry juice,37.5 oz,fever-tree lemonade,37.5 oz,,,,,,,,,,,,,,,,,,
1102,The King's Ginger Summer Cup,,Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,,,king's ginger liqueur,1 oz,cranberry juice,1.5 oz,fever-tree lemonade,1.5 oz,,,,,,,,,,,,,,,,,,
1103,The King's Ginger Truffles,,,,,ps good quality dark chocolate,1 1/2 c,p double cream,1 c,the king's ginger,5 tbsp,finely chopped drained stem ginger in syrup,1 tsp,,,,,,,,,,,,,,,,
1104,The King's Medicine,,"Add all ingredients into a shaker with ice, shake furiously. Fine strain into chilled coupe. Garnish with a lemon twist.",,,king's ginger liqueur,1.5 oz,luxardo fernet,.5 oz,benriach curiositas single malt 10 yo,.25 oz,lemon juice,.75 oz,,,,,,,,,,,,,,,,
1105,The King's Mulled Cider,,"Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.",,,king's ginger liqueur,2 oz,hard apple cider,5 oz,fresh apple juice,5 oz,,,,,,,,,,,,,,,,,,
1106,The King's Mulled Wine,,"Simmer over low heat for 3 hours, double strain with fine sieve.",,,red wine,1 bottle,king's ginger liqueur,.3 bottle,caster sugar,3 tbsp,lemons,2,(plus flesh of one lemon),zested,orange,1,zested,zeste,cinnamon,1 stic,nutmeg,1 dash,star anise,1,,,,
1107,The King's Queen,,Serve in a tall glass over ice.,,,king's ginger liqueur,50 ml,fresh lime,25 ml,fresh ginger,1 slic,strawberries strawberries(muddled),4,,,,,,,,,,,,,,,,
1108,The King's Spring Daisy,,Add all ingredients into a cocktail shaker. Shake and double strain into a glass. Garnish with a sprig of mint.,,,king's ginger liqueur,1 oz,h by hine,1 oz,lemon juice,.25 oz,simple syrup,.25 oz,fee brothers rhubard bitters,2 dash,,,,,,,,,,,,,,
1109,The King's Squeeze,,"Build in ice-filled tall glass, garnish with a squeeze of lime.",,,king's ginger liqueur,35 ml,fever-tree bitter lemon,125 ml,,,,,,,,,,,,,,,,,,,,
1110,The King's Winter Cup,,Method:  Simmer on a gentle heat for 30 minutes and garnish with a cinnamon stick,,,king's ginger liqueur,1.5 oz,fresh pressed apple cider,1 oz,hard apple cider,4 oz,cinnamon stick,1 stic,,,,,,,,,,,,,,,,
1111,The Kings Mule,,"Place King's Ginger and orange bitters in a Champagne flute, and top with sparkling wine. No garnish.",,,king's ginger liqueur,1 oz,orange bitters,3 dash,sparkling wine,5 oz,,,,,,,,,,,,,,,,,,
1112,The Lady Whisper,,"Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.",,,aged rum,1 oz,old potrero straight rye whiskey,1 oz,luxardo apricot liqueur,.5 oz,luxardo sangue morlacco cherry liqueur,.5 oz,bitters,2 dash,,,,,,,,,,,,,,
1113,The Ladybird,,"In a mixing glass, add the first three ingredients over ice. Stir to chill. In a separate coupe glass, add .5 oz of Luxardo Fernet and swirl glass until it is fully coated with the Fernet. Strain chilled cocktail from mixing glass into the Fernet-rinsed coupe (discard excess fernet). Garnish by placing a Luxardo Cherry into the bottom of the glass.",,,pink pigeon rum,2 oz,fee brothers black walnut bitters,2 dash,luxardo sangue morlacco cherry liqueur,.5 oz,luxardo fernet,.5 oz,,,,,,,,,,,,,,,,
1114,The Last Marasca,,"Rinse glass with absinthe. Add a Luxardo Cherry (covered in its juice) to a mixing glass with remaining ingredients. Stir until cold and slightly rose colored. Single strain, serve with cherry from mixing glass.",,,gin,50 ml,luxardo maraschino liqueur,20 ml,luxardo orgeat syrup,5 ml,lemon juice,5 ml,absinthe,1 dash,,,,,,,,,,,,,,
1115,The Last Tango,,"Combine the lime, elderflower, tincture and cherries into a shaker tin. Muddle the cherries and then add the Junipero Gin. Shake with ice. Double strain into a chilled cocktail glass. Garnish with a lime wheel.. . *Chili Tincture:. -- Chiles (Habaneros or Bird’s eye Chiles recommended). -- Grain Alcohol or Vodka. . Fill a small jar with stemmed hot chili peppers and cover with grain alcohol or high-proof vodka. Let soak for 3 days; strain.",,,junipero gin,1.5 oz,giffard elderflower liqueur,1 oz,lime juice,1 oz,chili tincture*,8-9 drops,ino cherries,6  luxardo marasc,,,,,,,,,,,,,,
1116,The Last Wish,,Shake first three ingredients with ice.. . Strain over ice cream into prepared glass.,,,luxardo amaro abano,1 oz,luxardo amaretto di saschira,1 oz,espresso coffee,2 oz,op vanilla ice cream,1 sc,,,,,,,,,,,,,,,,
1117,The Lover's Quarrel,,Combine all ingredients into a large punch bowl and add large ice cube/cubes. Garnish liberally with slice fruits.,,,no.3 london dry gin,1 oz,maurin quina,1 oz,king's ginger liqueur,.75 oz,honey jalapeño syrup,.5 oz,orange juice,1 oz,lemon juice,.5 oz,soda water,1 oz,,,,,,,,,,
1118,The Mad King,,Add all ingredients to a mixing glass and stir for 15-20 seconds. Strain into a highball filled with fresh ice.. ,,,glenrothes vintage reserve,2 oz,king's ginger liqueur,1 oz,honey syrup,.25 oz,angostura bitters,1 dash,,,,,,,,,,,,,,,,
1119,The Mayan Premonition,,"Fill up a stemmed wine glass with ice then pour the ingredients, stir and serve.",,,chinaco blanco tequila,1.5 oz,luxardo sangue morlacco cherry liqueur,.75 oz,fresh lime juice,.5 oz,bitter lemon soda,1 float,,,,,,,,,,,,,,,,
1120,The Molino,,Dry shake all ingredients. Hard shake with ice. Double strain into small pilsner glass. Garnish with Luxardo Cherry.,,,bourbon,1.5 oz,luxardo amaretto di saschira,.5 oz,demerara syrup (1:1),.5 oz,lemon juice,.75 oz,egg white,1,,,,,,,,,,,,,,
1121,The Monte Rua,,Combine all ingredients in a sparkling wine glass.,,,ca' secco sparkling,4 oz,luxardo cherry syrup,1 bsp,,,,,,,,,,,,,,,,,,,,
1122,The Naughty & Nice,,"Heat cider to 180°F. In a 5 oz cup pour the scotch and drambuie. Add the heated cider. Stir in the spiced butter. Top with 3 drops bitters.. . For the garnish, add 2 small cocktail stirrers, hang cookie off of the stirrer so that it leans off of the side of the cup.. . *Spiced Butter:. -- 1 half Stick Butter. -- 1 tbsp Pumpkin Pie Spice. -- .5 tbsp Brown Sugar. -- .5 tsp Cayenne Pepper. . Soften butter, add spices and mix with a spoon until all ingredients are combined.. . **Chrusciki Cookies:. -- 1 c All-purpose Flour. -- 3 Egg Yolks. -- 3 tbsp Sour Cream. -- 1 tsp Vanilla Extract. -- 1 tbsp Dark Rum. -- 1 pinch Salt. . Using a mixer, incorporate egg yolks into sour cream, add vanilla and rum, kneed in all-purpose flower and salt to taste.. Divide dough in half on a floured board and let rest for 20 min. Working with half the dough at a time, roll out to 1/8 in. thickness, cut into 2 in. wide strips, cut these strips on the diagonal at 4 in. intervals.. Heat 2 in. of vegetable oil in a large deep skillet to 350°F. Make a slit in the center of each strip of dough. Pull one end through the slit to form a bow.. Fry 6 Chrusciki at a time for 1 min. or less per side till golden brown.. Drain on a paper towel and dust with confectioners sugar.. ",,,glenrothes vintage reserve,1.25 oz,drambuie,.75 oz,woodchuck pumpkin cider,2 oz,spiced butter*,.75 oz,bittermens elemakule tiki bitters,3 dash,,,,,,,,,,,,,,
1123,The Negroni Bianco,,,,,luxardo bitter bianco,1.5 oz,tempus fugit alessio vermouth bianco,.75 oz,junipero gin,1.5 oz,,,,,,,,,,,,,,,,,,
1124,The No.3 Winter Cup,,"In a highball glass full of ice add No.3, King's Ginger and red vermouth. Top up with the lemonade and serve with a slice of ginger and a wedge of pink grapefruit.",,,no.3 london dry gin,25 ml,king's ginger liqueur,25 ml,red vermouth (antica formula),12.5 ml,good quality sharp lemonade,150 ml,,,,,,,,,,,,,,,,
1125,The No.3 Winter Punch,,In a punch bowl add ingredients per person.,,,part no.3 london dry gin,1,part king's ginger liqueur,1,formula),.5 part red vermouth (antic,part good quality sharp lemonade,6,,,,,,,,,,,,,,,,
1126,The Nutty Sensation,,"Mix all ingredients in a tin except for the walnut oil. Utilizing the throwing technique, throw the mixture from one vessel to another vessel until chilled to air out the ingredients. Coat coupe glass with walnut oil and pour the mixture. Garnish with a dehydrated orange.. . *Oloroso & Moscatel Blend:. -- 2 parts César Florido Moscatel Special. -- 1 part Lustau Oloroso Sherry. . Blend ingredients.",,,junipero gin,.75 oz,h by hine,.75 oz,chateau de montifaud pineau des charentes blanc,.75 oz,oloroso & moscatel blend*,.75 oz,the bitter truth xocolate bitters,2 dash,orange bitters,2 dash,oil,walnut,,,,,,,,,,
1127,The Palace Cellar,,Combine all ingredients in a Collins glass and stir. Garnish with a slice of ginger and lemon wheel.,,,king's ginger liqueur,1.5 oz,pink pigeon rum,.5 oz,fresh-pressed lemon juice,.5 oz,snake oil's house-made sarsaparilla syrup,.5 oz,carbonated water,.75 oz,snake oil's house-made pomegranate bitters,1 dash,,,,,,,,,,,,
1128,The Pink Aperitivo,,"Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.",,,pink pigeon rum,30 ml,luxardo aperitivo,15 ml,red vermouth,15 ml,peychaud's bitters,2 dash,,,,,,,,,,,,,,,,
1129,The Pink Pussycat,,Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow,,,pink pigeon rum,1.5 oz,fair goji berry liqueur,.5 oz,noyeau de poissy  b,.5 oz,cream,.5 oz,chocolate bitters,5 dash,,,,,,,,,,,,,,
1130,The Professor,,"Stir, tastes great up or over a large ice cube with an orange twist.",,,nikka coffey grain whisky,1.5 oz,madeira,.75 oz,dolin dry vermouth,.75 oz,nux alpina walnut nocino liqueur,.25 oz,angostura bitters,1 dash,,,,,,,,,,,,,,
1131,The Proverb,,Place all ingredients in a mixing glass. Add ice and stir until proper dilution. Strain over a large hand cut ice cube placed in a double rocks glass. Garnish with a Luxardo Maraschino Cherry on a pick.,,,h by hine,2 oz,maurin quina,.5 oz,luxardo maraschino liqueur,.25 oz,angostura bitters,1 dash,black walnut bitters,2 dash,,,,,,,,,,,,,,
1132,The Queen Mother,,Stir all ingredients over ice and strain into a footed rocks glass. Garnish with a lemon peel.. . *Equal parts lemon and celery bitters in a dasher bottle.,,,bombay dry gin,1.75 oz,dubonnet rouge,.75 oz,king's ginger liqueur,.5 oz,lemon-celery bitters*,3 dash,,,,,,,,,,,,,,,,
1133,The Queen's A Redhead,,"Dry shake, then shake with ice. Double strain over cubed ice.",,,king's ginger liqueur,50 ml,rns,4  pink pepperc,fresh lemon juice,25 ml,gomme syrup,15 ml,egg white,25 ml,,,,,,,,,,,,,,
1134,The Red Anchor,,Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.,,,junipero gin,1.75 oz,lemon juice,.75 oz,grapefruit juice,.5 oz,tempus fugit kina l'aero d'or,.5 oz,ginger syrup,.25 oz,simple syrup (1.5 : 1),.25 oz,,,,,,,,,,,,
1135,The Reserved King,,"Muddle the lemon peel and bitters with the King’s Ginger to release the oils.  Add scotch, stir, and enjoy.",,,glenrothes vintage reserve,2.5 oz,king's ginger liqueur,.5 oz,angostura bitters,3-4 dash,peel,lemon,,,,,,,,,,,,,,,,
1136,The Rickenbacker,,Combine all ingredients in a mixing glass and stir until proper dilution. Strain into a chilled cocktail glass. Garnish with a sage leaf speared through two cocktail onions.,,,hophead vodka,2 oz,tempus fugit alessio vermouth bianco,1 oz,luxardo maraschino liqueur,2 dash,salt,sal,,,,,,,,,,,,,,,,
1137,The Robert Baratheon,,Add all ingredients to a mixing glass filled with ice. Stir until cold and strain into a chilled coupe.,,,single malt scotch,2 oz,dry vermouth,.25 oz,luxardo maraschino liqueur,.25 oz,angostura bitters,2 dash,,,,,,,,,,,,,,,,
1138,The Royal Buck,,"Add ingredients to a mixing glass except club soda. Shake over ice, strain over ice into a collins glass, top with club soda. Garnish with a lemon wedge and candied ginger on a pick.",,,no.3 london dry gin,1 oz,king's ginger liqueur,1 oz,lemon juice,.75 oz,simple syrup,.5 oz,club soda,2 oz,,,,,,,,,,,,,,
1139,The Royal King,,Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,,,king's ginger liqueur,1 oz,champagne,4 oz,,,,,,,,,,,,,,,,,,,,
1140,The Rusty Tack,,Serve neat or on the rocks.,,,king's ginger liqueur,1 oz,glenrothes vintage reserve,1 oz,,,,,,,,,,,,,,,,,,,,
1141,The Seniorita,,Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.,,,the genuine curacao liqueur orange,1.5 oz,lime juice,.5 oz,thai coconut milk,1.5 oz,angostura bitters,2 dash,gosslings 151 rum,1 float,,,,,,,,,,,,,,
1142,The Shah's Shandy,,,,,king's ginger liqueur,1 oz,no.3 london dry gin,.5 oz,meyer lemon juice,.75 oz,rich simple syrup (2:1 sugar to water),.25 oz,anchor liberty ale,3 oz,,,,,,,,,,,,,,
1143,The Silver Cocktail,,Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,,,junipero gin,1.5 oz,dry vermouth,1.5 oz,luxardo maraschino liqueur,.25 oz,orange bitters,2 dash,,,,,,,,,,,,,,,,
1144,The Sixth Sense,,Mix all ingredients in a blender until smooth and icy. Pout into a glass and top with 3 dashes of angostura bitters.,,,junipero gin,1 oz,luxardo amaro abano,1 oz,cream of coconut,1.5 oz,fresh pineapple juice,.5 oz,fresh lime juice,.5 oz,s angostura bitters,3 dash,,,,,,,,,,,,
1145,The Southside,,"In a shaker, muddle the mint and simple syrup. Add the lemon juice and gin, and fill with ice. Shake, and double-strain into a cocktail glass. Garnish with a mint sprig.. . ",,,no.3 london dry gin,2 oz,fresh lemon juice,1 oz,simple syrup,1 oz,leaves mint leaves,5,,,,,,,,,,,,,,,,
1146,The Sparkler,,Combine Luxardo Bitters and Dolin Blanc. Stir in mixing glass until chilled. Strain into flute. Top with prosecco. Zest with grapefruit. Garnish with long grapefruit zest.,,,luxardo bitter bianco,.75 oz,dolin blanc,.75 oz,prosecco,2.5 oz,,,,,,,,,,,,,,,,,,
1147,The Stand By,,Combine all the ingredients in an old-fashioned glass. Stir on the rocks. Garnish with lemon peel.,,,junipero gin,2 oz,luxardo bitter,.5 oz,kalani coconut liqueur,1 bsp,angostura bitters,1 dash,peychaud's bitters,1 dash,,,,,,,,,,,,,,
1148,The Sun Also Rises,,"Add all the ingredients to a shaker and fill with ice. Shake, and strain into a chilled coupe glass filled with crushed ice.",,,banks 5 island rum,2 oz,fresh lime juice,.75 oz,fresh grapefruit juice,.5 oz,luxardo maraschino liqueur,.5 oz,vieux pontarlier absinthe francaise superieure,1 tsp,,,,,,,,,,,,,,
1149,The Swedish,,"Juice potato and strain into a nearby usable container (must be done as close to drink making process as possible since oxidization will occur quickly). Add vodka, potato juice, lemon, Benedictine, cinnamon-honey syrup, and salt and pepper to mixing glass. Add ice, and shake and fine strain over fresh ice.",,,karlsson's gold vodka,1.5 oz,potato juice*,1 oz,benedictine,.5 oz,lemon juice,.5 oz,cinnamon honey syrup**,.25 oz,black pepper,1 bsp,salt,.5 bsp,,,,,,,,,,
1150,The Tahoe Toddy,,Boil water in a tea kettle. . . Squeeze lemon slice into the mug. Insert whole cloves into the lemon slice and drop it into the mug.,,,hot water,2 oz,glenrothes,2 oz,king's ginger liqueur,1 oz,honey,1 dash,,,,,,,,,,,,,,,,
1151,The Touch  of Glass,,"Pour brandy into a brandy snifter. Top with 2-3 drops of truffle tincture. Spray Pipe Tobacco Essence on wrist. Smell wrist, sip drink, and enjoy.",,,brandy de jerez (foie gras-infused),1.5 oz,truffle tincture,2-3 drops,o essence,atomized pipe tobac,,,,,,,,,,,,,,,,,,
1152,The Twinger,,"Pour King's Ginger into an ice-filled collins glass. Top off with Fever-Tree Ginger Ale. Add bitters, and squeeze lime over and serve.",,,king's ginger liqueur,1.5 oz,fever-tree ginger ale,top,angostura bitters,2 dash,,,,,,,,,,,,,,,,,,
1153,The Windtalker,,Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,,,hirsch small batch reserve bourbon,1.5 oz,luxardo amaretto di saschira,.75 oz,king's ginger liqueur,.5 oz,fresh lemon juice,.75 oz,egg white,.5 oz,,,,,,,,,,,,,,
1154,Three Flips,,"Combine all ingredients, shake for 20 seconds. Add ice and shake again. Strain into a snifter. Garnish with shaved nutmeg.",,,no.3 london dry gin,1.5 oz,averna,1.5 oz,honey,.75 oz,egg,1 whole,,,,,,,,,,,,,,,,
1155,Thriller,"ordinary drink, ordinary drink","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,sweet,scotch,1 1/2 oz,wine,1 oz green ginger,orange juice,1 oz,,,,,,,,,,,,,,,,,,
1156,Thyme for Bed,,Shaken.,,,chamucos blanco tequila,1.5 oz,luxardo sangue morlacco cherry liqueur,.5 oz,thyme simple syrup,.5 oz,lime juice,.5 oz,,,,,,,,,,,,,,,,
1157,Tia-Maria,homemade liqueur,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",http://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,,water,1 cup,brown sugar,3/4-1 cup,coffee,4 tsp,rum,1 cup,vanilla extract,4 tsp,,,,,,,,,,,,,,
1158,Toasted Drop,,Shake all ingredients with ice then strain into a chilled cocktail glass.,,,citrus-flavored vodka,1.5 oz,luxardo limoncello,.75 oz,luxardo amaretto di saschira,.5 oz,fresh sweet n' sour,1 oz,egg white,.5 oz,,,,,,,,,,,,,,
1159,Tokyo Tea,,Shake and strain into rocks glass.,,,nikka coffey grain whisky,1.5 oz,yogurt liquor,1 oz,milk,.5 oz,golden sesame honey,.5 oz,angostura bitters,1 dash,matcha tea,1 tsp,,,,,,,,,,,,
1160,Tom Collins,"ordinary drink, ordinary drink","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,fresh,gin,2 oz,lemon juice,1 oz,sugar,1 tsp superfine,club soda,3 oz,maraschino cherry,1,orange,1,,,,,,,,,,,,
1161,Tomato Tang,"other,unknown","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,,tomato juice,2 cups,lemon juice,1-2 tblsp,celery salt,1 dash,,,,,,,,,,,,,,,,,,
1162,Tommy's Margarita,"ordinary drink, ordinary drink",Shake and strain into a chilled cocktail glass.,http://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,,tequila,4.5 cl,lime juice,1.5 cl,agave syrup,2 spoons,,,,,,,,,,,,,,,,,,
1163,Toronto,,Combine ingredients together and serve,,bitter sweet,canadian whisky,6 cl,fernet-branca,2 cl,simple syrup,1 cl,angostura bitters,4 dashes,,,,,,,,,,,,,,,,
1164,Trato Hecho,,"Add all the ingredients to a shaker and fill with ice. Shake, and strain into a coupe glass.. . *Pineapple-Infused Mezcal:. Peel, core and chop a whole pineapple into 1-inch cubes. Add to a large jar or other container with a lid, and add a 750-mL bottle of mezcal. Let stand for 5 days and strain before using.",,,pineapple-infused mezcal*,.75 oz,green chartreuse,.75 oz,luxardo maraschino liqueur,.75 oz,lime juice,.75 oz,,,,,,,,,,,,,,,,
1165,Trip to Jarnac,,Mix all ingredients together.,,,h by hine,1 oz,orange juice,.5 oz,lemon juice,.75 oz,batavia arrack,.25 oz,simple syrup,.5 oz,angostura bitters,1 dash,,,,,,,,,,,,
1166,Tropical Bronzer,,Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.,,,aged rum,1.5 oz,luxardo amaretto di saschira,1 oz,passion fruit puree,1 oz,fresh lime sweet n' sour,2 oz,bitters,2 dash,coconut foam,1 float,,,,,,,,,,,,
1167,True Dish,,,,,no.3 london dry gin,1 oz,luxardo angioletto (hazelnut liqueur),.5 oz,luxardo amaretto di saschira,.5 oz,cinnamon honey syrup,.5 oz,luxardo limoncello,.25 oz,orange blossom water,1 dash,egg,1 whole,,,,,,,,,,
1168,Turf Cocktail,"ordinary drink, shot",Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,,dry vermouth,1 oz,gin,1 oz,anis,1/4 tsp,bitters,2 dashes,orange peel,twist of,,,,,,,,,,,,,,
1169,Turkeyball,"shot, ordinary drink",Shake with ice and strain into a shot glass.,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,,wild turkey,1 oz,amaretto,3/4 oz,pineapple juice,1 splash,,,,,,,,,,,,,,,,,,
1170,Tuxedo,,Combine ingredients together and serve,,boozy,gin,3 cl,dry vermouth,3 cl,maraschino,0.5 bar spoon,absinthe,0.25 bar spoon,orange bitters,3 dashes,,,,,,,,,,,,,,
1171,Tuxedo Cocktail,"ordinary drink, ordinary drink",Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,http://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,,dry vermouth,1 1/2 oz,gin,1 1/2 oz,maraschino liqueur,1/4 tsp,anis,1/4 tsp,orange bitters,2 dashes,cherry,1,,,,,,,,,,,,
1172,Twentieth Century,,1. Add ingredients to cocktail shaker. 2. Fill shaker with ice and mix ingredients. 3. Strain cocktail into a chilled glass.,,fresh,gin,4.5 cl,lillet blanc,2 cl,light crème de cacao,1.5 cl,lemon juice,2 cl,,,,,,,,,,,,,,,,
1173,Under the Sun,,Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,,,plantation pineapple rum,1.5 oz,barsol perfecto amor (aperitif wine),1 oz,ancho reyes,.5 oz,house-made roasted banana bitters,3 dash,,,,,,,,,,,,,,,,
1174,Union Jack,,,,,luxardo maraschino liqueur,.75 oz,green chartreuse,.75 oz,grenadine 'layered' beer back,.5 oz,,,,,,,,,,,,,,,,,,
1175,Valencia Cocktail,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,salty,apricot brandy,1 1/2 oz,orange juice,1 tblsp,orange bitters,2 dashes,,,,,,,,,,,,,,,,,,
1176,Vampiro,"ordinary drink, ordinary drink","Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",http://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,sour,tequila,6 cl,tomato juice,3 cl,orange juice,3 cl,lime juice,1.5 cl,sugar syrup,1 dash,salt,1 pinch,,,,,,,,,,,,
1177,Van Vleet,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",http://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,water,light rum,3 oz,maple syrup,1 oz,lemon juice,1 oz,,,,,,,,,,,,,,,,,,
1178,Venetian,,"Stir, strain, and serve straight up. Express zest and garnish.",,,luxardo amaretto di saschira,.5 oz,campari,.5 oz,dry vermouth,.5 oz,,,,,,,,,,,,,,,,,,
1179,Vermouth Cassis,"ordinary drink, cocktail","Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,,dry vermouth,1 1/2 oz,creme de cassis,3/4 oz,carbonated water,,,,,,,,,,,,,,,,,,,
1180,Vesper,"cocktail, ordinary drink","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",http://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,egg,gin,6 cl,vodka,1.5 cl,lillet blanc,0.75 cl,,,,,,,,,,,,,,,,,,
